HS4,Trade Value,Year
Friction Material,9599562.0,2016
Preserved Fruits and Nuts,302907.0,1995
Other Fruits,27863747.000000004,2000
Precious Stones,395907.0,2008
Ornamental Ceramics,2065091.0,2016
Other Clocks,4357.0,2012
Precious Metal Scraps,544052.0,2002
Aluminium Pipe Fittings,1038141.0,2014
Hand Tools,465811.0,2014
Corn,143209.0,1996
Baked Goods,4654944.0,2007
Cloves,4266.0,2002
Glass Bottles,8238998.0,2020
Stainless Steel Ingots,3728.0,2001
Coke,10915.999999999998,2016
Garnetted Wool or Animal Hair,33113.0,1998
Mannequins,99837.0,2020
Unprocessed Artificial Staple Fibers,119084.0,1998
Porcelain Tableware,1550552.0,2008
Electric Musical Instruments,7788.0,2021
Hot-Rolled Iron,71695.0,1997
Other Vegetable Residues,159383.0,2017
Palm Oil,85167.0,2016
Sculptures,1029469.0,2017
Work Trucks,72210.0,1999
Sulfur,7367.000000000001,2019
Oscilloscopes,933840.0,2013
Fuel Wood,1463.0,2003
Wood Barrels,17434.0,2010
Granite,310823.0,2004
Unglazed Ceramics,553698.0,2008
Clays,3643939.0,1997
Umbrellas,3437.0,1996
Metal Finishing Machines,622.0,1997
Conveyor Belt Textiles,1927.0,2015
Chalkboards,10456.0,2022
Iron Toiletry,54309.0,2005
Balances,3607.0,2001
Toilet Paper,4356259.0,2022
Trunks and Cases,23548392.0,2004
Glass Mirrors,1165945.0,1999
Hydrogen,194056.0,2017
Plastic Pipes,252259.0,1996
Composite Paper,13743.0,2007
Artificial Graphite,50745.0,2022
Synthetic Monofilament,2578.9999999999995,1996
Other Nickel Products,36025.0,2005
Zinc Bars,7779.0,2003
Feldspar,12620139.0,2003
Motor vehicles; parts and accessories (8701 to 8705),18480659.0,1996
Wood Fiberboard,53692.0,2008
Pharmaceutical Animal Products,350.0,2015
Cellulose Fibers Paper,292290.0,1998
Scissors,1461.0,2020
Pumice,2113.0,2004
Iron Wire,846251.0,2002
Molasses,7991042.0,2016
Malt Extract,2741399.0,2012
Scales,535525.0,2013
Insulating Glass,757.9999999999999,2006
Iron Anchors,2325211.0,2007
Calculators,323672.0,2015
Other Agricultural Machinery,7749.999999999999,2002
Fish oil,4230184.0,1995
Cotton Waste,45796.0,1997
Scrap Iron,12801804.0,2017
Worked Slate,2088.0,2000
Artificial Vegetation,3393.9999999999995,2005
Metal Office Supplies,1725.0,2020
Matches,13878.0,2022
Articles of Gut,66.0,2015
Textile Processing Machines,659909.0,2019
Steam Turbines,200661.0,2022
Sulfonamides,61063.00000000001,2015
Dithionites and Sulfoxylates,992.0,2013
Propylene Polymers,757074.0,2013
Processed Hair,10.0,2005
Hydraulic Brake Fluid,16561.0,2014
Other Wood Articles,1679790.0,2022
Liquid Dispersing Machines,983132.0,2002
Plywood,21242419.0,1999
Bathroom Ceramics,12630487.0,1997
Dried Legumes,2211230.0,2012
Coated Textile Fabric,203037.0,2001
Processed Mushrooms,572312.0,1995
Fishing and Hunting Equipment,11111.0,2016
Tufted Carpets,950531.0,2002
Dried Vegetables,7984172.0,2003
Nonaqueous Pigments,611.0,1996
Horses,352851.0,2022
Cinnamon,8027.0,2003
Plastic Lids,33085921.0,2018
Pasta,30621478.0,2014
Raw Bones,11088.0,2004
Garden Tools,6044.0,1995
Oil Seed Flower,2525.0,2019
Lead Oxides,31774.0,2013
Carboxylic Acids,29306.0,1999
Friction Material,3320553.0,1998
Recovered Paper,1321668.0,2012
Wadding,102379.0,2016
Hand Tools,35275.0,1996
Other Metal Fasteners,140594.0,1998
Semiconductor Devices,463568839.0,2009
Opto-Electric Instrument Parts,931765.0,2000
Jams,758026.0,2017
Knitted Hats,888815.0,2017
Tulles and Net Fabric,1891253.0,2009
Non-Knit Men's Suits,489140176.0,2009
Photocopiers,930884.0,2019
Video Displays,223473.0,1997
Mixed Mineral or Chemical Fertilizers,274608625.0,1998
Mica,67814.0,1995
Fork-Lifts,134599.0,2004
Cotton Waste,140972.0,2022
Other Pure Vegetable Oils,11323797.0,2008
Watch Movements,696.0,2012
Basketwork,6887458.0,2017
Eyewear Frames,22173.0,2015
Non-Knit Women's Suits,661260844.0,1998
Other Vegetable Residues,2737017.0,2011
Other Organic Compounds,75674.0,2011
Scissors,2467.0,2011
Retail Artificial Filament Yarn,56125.0,2011
Non-Retail Carded Wool Yarn,49101.0,2002
Knit Sweaters,222922031.0,2004
Natural Polymers,9154.0,2017
Other Vegetable Products,1370916.0,2014
Acrylic Polymers,800927.0,1999
Zinc Sheets,4500.0,2002
Cellulose Fibers Paper,1236936.0,2006
Glass with Edge Workings,2552.0,1999
Flat panel displays,130302.0,2019
Other Agricultural Machinery,29809.0,2010
Metal Finishing Machines,80274.0,2021
Glass with Edge Workings,7876.0,2012
Copper Fasteners,203925.0,2001
Knit Women's Shirts,54981809.99999999,2006
Prefabricated Buildings,186305.0,2003
Gelatin,12770.999999999998,2018
Balances,27940.0,2018
Silicates,18715.0,2022
Metal Finishing Machines,37342.0,2011
Plastic Building Materials,1424395.0,2018
"Trailers and semi-trailers, not mechanically propelled vehicles",195370.0,1995
Refractory Bricks,73353.0,2000
Quaternary Ammonium Salts and Hydroxides,639.0,1995
Wood Wool,327.0,2006
Lubricating Products,1722055.0,2018
Polishes and Creams,142635.0,2020
Liquid Fuel Furnaces,4108.000000000001,1998
Scrap Lead,1200972.0,2005
Other Vegetable Residues and Waste,10007.0,1995
Natural Polymers,6255.0,2009
Coffee,455551.0,1999
Vegetable Plaiting Materials,20856.0,2017
Cermets,1278.0,2017
Terry Fabric,184047.0,2016
Non-Retail Artificial Filament Yarn,30.0,2012
Aircraft Parts,657707015.0,2018
Coated Flat-Rolled Iron,10709310.0,1996
Prefabricated Buildings,7789730.0,2013
Bedspreads,95757309.0,2012
Electromagnets,745826.9999999999,2014
Optical Fibers and optical fibre bundles,3331396.0000000005,1996
Glycosides,1747807.0,1995
Stranded Copper Wire,3873987.0,2017
Wadding,119263.0,2000
Rubber Textile Fabric,41952.0,2013
Live Fish,6767500.0,2010
Passenger and Cargo Ships,4605032.0,2002
Locomotive Parts,133797.0,2001
Knit Men's Suits,20957944.0,2010
Sulfites,95524.0,2011
Kaolin,4617605.0,2018
Ceramic Bricks,962362.0,2004
Electrical Power Accessories,3125572.0,1999
Trunks and Cases,35100199.0,2020
Light Fixtures,21494779.0,2007
Iron Chains,30916.0,1995
Glass Bottles,175784.0,1999
Glass Bricks,37328.0,2022
Newsprint,124898.0,2020
Eyewear,93452.0,2002
Nitrogenous Fertilizers,61025266.0,2019
Portable Lighting,46178.0,2017
Garments of Impregnated Fabric,775420.0,2001
Synthetic Coloring Matter,5683851.0,2020
Bandages,134180.0,1997
Polyamide Fabric,83.0,2020
Olive Oil,28098217.000000004,2022
Aluminium Housewares,652421.0,2017
Seats,355713632.0,2018
Glazed Ceramics,982839.0,1995
Hormones,6900.0,1995
Clays,10833217.0,2022
Unvulcanised Rubber Products,4424.0,2011
Granite,117912.0,2012
Terry Fabric,22235.0,2021
Quartz,8798.0,2007
Labels,1172426.0,2009
Cigarette Paper,8907.0,2010
Oxygen Amino Compounds,40635.0,2005
Liquid Fuel Furnaces,31690.0,2022
Wood Charcoal,22706.0,2022
Looms,1245269.0,2008
Molasses,2381885.0,1998
"Trailers and semi-trailers, not mechanically propelled vehicles",1936518.0,2006
Peat,41056.0,2019
Barium Sulphate,14500609.0,2000
Vegetable Plaiting Materials,50409.0,1997
Precious Metal Ore,813905.0,2007
Leather Waste,46338.0,2004
Frozen Fruits and Nuts,99703106.0,2012
Saddlery,5534086.0,2011
Zinc Sheets,107098.0,2000
Other Stainless Steel Bars,83090.00000000001,2010
Breathing Appliances,202051.0,2022
Audio Alarms,1708314.0,2014
Composite Paper,62679.0,2003
Silicates,86111.0,2009
Animal Food,3745.0,2001
Decals,61587.0,2016
Plastic Coated Textile Fabric,1737678.0,2011
Ornamental Trimmings,1068245.0,2014
Phosphoric Acid,1515983621.0,2019
Cotton Waste,2160223.0,2009
Drafting Tools,336517.0,2018
Knitting Machines,149848.0,2020
Other Synthetic Fabrics,12733584.0,2005
Heavy Pure Woven Cotton,27133182.0,2002
Ink,280011.0,2010
Electrical Lighting and Signalling Equipment,233438.0,1997
Stranded Aluminium Wire,8408300.0,2016
Vinegar,489981.0,2015
Aircraft Parts,8768356.0,2004
"Wood Tar, Oils and Pitch",1135.0,1995
Audio and Video Recording Accessories,99346.0,2000
Revenue Stamps,26687.0,2008
Iron Springs,44588.0,1995
Legume Flours,69106.0,2019
Prepared Rubber Accelerators,12594.0,2006
Bran,214.0,2022
"Awnings, Tents, and Sails",541967.0,2009
Plastic Building Materials,858965.0,2013
Lubricating Products,48536.00000000001,2002
Twine and Rope,507340.0,2000
Knitted Hats,1216411.0,2002
Metalworking Machine Parts,440226.0,2006
Hydrogen peroxide,146382.99999999997,2020
Rubber Thread,327.0,2007
Horses,112463.0,2001
Plastic Pipes,9873810.0,2010
Hard Liquor,650651.0,2021
Processed Mushrooms,716410.0,2006
Processed Crustaceans,554117085.0,2019
Asbestos Fibres,25926.0,2002
Self-adhesive Plastics,393866.0,1996
Metallic Fabric,66589.0,2013
Honey,70971.0,2017
Book-binding Machines,5013.999999999999,2000
Metal Stoppers,36038.0,2006
Motor-working Tools,54827.0,2003
Milling Stones,3191032.0,2006
Refractory Ceramics,514201.0,1995
Articles of Gut,1463.0,2022
Large Iron Containers,1155494.0,2013
Lead Oxides,148.00000000000003,2009
Metal Mountings,429077.0,2004
Refrigerators,821350.0,2006
Light Fixtures,20830678.0,2014
Cocoa Paste,149.00000000000003,2015
Other Animals,5623815.0,2012
Patent Leather,1078322.0,2000
Non-Knit Babies' Garments,23223033.0,1995
Malt Extract,698086.0,2004
Micro-Organism Culture Preparations,264489.0,2021
Tufted Carpets,1077206.0,2018
Wheat Flours,24352041.0,2009
Gelatin,14906.0,2020
Pyrophoric Alloys,52077.0,1996
Rubber Sheets,276901.0,2017
Other Vegetable Residues,864937.0,2019
Paper Containers,13079974.0,1995
Rubber Sheets,95278.0,1997
Spark-Ignition Engines,27623932.0,2021
Melons,72400144.0,2008
Malt Extract,6582503.0,2018
Metal Insulating Fittings,660047.0,2005
Base Metal Watches,248721.0,2004
Antiknock,416985.0,1997
Hot-Rolled Iron Bars,2935876.0,2016
Large Coated Flat-Rolled Iron,12928444.999999998,2020
Glass Bricks,83696.0,2009
Other Electrical Machinery,21231121.0,2019
Low-voltage Protection Equipment,192222444.0,2012
Veneer Sheets,1181941.0000000002,1996
Retail Cotton Yarn,49450.0,2006
Plastic Floor Coverings,82559.0,2013
Other Carpets,724680.0,2016
Coffee,774190.0,2004
Other Copper Products,875649.0,1995
Ground Nut Oil,3528.0,2011
Water,267739.0,2011
Electric Furnaces,553867.0,2019
Soil Preparation Machinery,10768.0,2006
Animal Extracts,5981.0,2018
Copper Pipe Fittings,8009.0,2001
Computers,12874947.0,2016
Milling Stones,7260286.0,2011
Kraft Paper,882352.0,2013
Aluminium Pipes,24758.0,2011
Kaolin,1291.0,2003
Sulfate Chemical Woodpulp,43523637.0,2004
Vegetable or Animal Dyes,7166.0,2011
Copper Housewares,657247.0,1999
Batteries,23034.0,1998
Legume Flours,61948.0,2017
Lead Ore,17197170.0,1999
Glass Bottles,7368952.0,2018
Pile Fabric,453013.0,2003
Industrial Furnaces,292205.0,2022
Photographic Chemicals,119682.0,2003
Industrial Food Preperation Machinery,785034.0,1996
Glass Working Machines,981.0,2005
Tapioca,6.0,2006
Retail Artificial Filament Yarn,5258.999999999999,2012
Unprocessed Synthetic Staple Fibers,275524.0,2019
Bovine Meat,54647.0,2022
Aluminium Wire,110131.0,2001
Other Coloring Matter,97397.0,2007
Other Animals,2436035.0,2004
Bells and Other Metal Ornaments,1836602.0,2012
Dissolving Grades Chemical Woodpulp,301741.0,2007
Glycerol,185160.0,2005
Dried Legumes,5642689.0,1996
Glycosides,1518471.0,1997
Pumice,94818.0,2019
Garden Tools,7620.0,2022
Wood Stakes,53615.0,2016
Pitted Fruits,7115506.0,2019
Other Heating Machinery,974477.0,2007
Other Processed Vegetables,96793369.0,1999
Light Synthetic Cotton Fabrics,316710.0,2021
Used Rubber Tires,255562.0,2007
Laboratory Ceramic Ware,61955.0,2001
Work Trucks,234087.0,2013
Frozen Fruits and Nuts,7188855.0,1997
Artificial Graphite,117.0,2008
Office Machine Parts,20328935.0,2011
Shaving Products,114634.0,1997
Citrus and Melon Peels,246158.0,2000
Zinc Powder,190520.0,2016
Combed Wool or Animal Hair Fabric,5466913.0,2012
Other Headwear,408578.0,2014
Other Non-Metal Removal Machinery,994901.0,2012
Matches,5858.0,1996
Vitamins,183471.0,2013
Unpackaged Medicaments,2023969.0,2010
Postcards,11908.0,1998
Paper Containers,17879532.0,2008
Blankets,8834378.0,1996
Unpackaged Medicaments,19024.0,2001
Ceramic Tableware,2663761.0,1998
Iron Pyrites,11.0,2007
Electric Musical Instruments,7330.0,2001
Knit Socks and Hosiery,14340456.0,1999
Tanned Furskins,2106076.0,2008
Glass Bricks,36754.0,1996
Cereal Flours,519862.0,2016
Other Vegetable Fibers Fabric,199634.0,2021
Knitted Hats,804755.0,2018
Pickled Foods,12334596.0,2011
Cucumbers,6026699.0,2006
Ethers,76.0,2017
Refractory Cements,163776.0,2010
Stearic Acid,9236929.0,2021
Printed Circuit Boards,1345363.0,2014
Vitamins,81172.0,2022
Navigation Equipment,1754260.0,2002
Other Vegetable Products,386986.0,2022
Carboxyimide Compounds,1273.0,2021
Iron Toiletry,413476.0,2022
Epoxides,4119.0,2017
Copper Pipes,42206.0,1996
Leather Waste,7725.999999999999,2007
Sausages,59215.0,2004
Retail Wool or Animal Hair Yarn,193.0,2016
Tool Plates,34190.0,2021
Iron Railway Products,115535.0,2010
Packing Bags,11724219.0,2018
Other Headwear,884134.0,2021
Tractors,5583366.0,2010
Heavy Mixed Woven Cotton,315490.0,1997
Precipitated Copper,3571284.0,2011
Stranded Aluminium Wire,4457650.0,2015
Iron Nails,226112.0,1997
Artificial Textile Machinery,45713.0,2009
"Nutmeg, mace and cardamons",134120.0,2004
Barium Sulphate,94179954.0,2018
Work Trucks,254780.0,2006
Horses,169127.0,2019
Ethers,104090.0,2005
Electric Locomotives,353000.0,2003
Synthetic Coloring Matter,1034601.0,2007
Brooms,97657.0,2006
Coffee and Tea Extracts,32308270.0,2020
Tanned Sheep Hides,20055809.0,2010
Mattresses,1706902.0,2001
Watch Straps,1361.0,2008
Plant foliage,108428.0,2006
Decals,6829.0,2022
Glues,289664.0,2006
Surveying Equipment,1022188.0,2019
Insulating Glass,19205.0,2011
Waxes,121952.0,2013
Sulfates,288796.0,2001
Pastes and Waxes,362714.0,2007
Umbrellas,2590660.0,2005
Buttons,375216.0,2001
Air Conditioners,58382056.0,2021
Photocopiers,117519.0,2011
Corrugated Paper,58655.0,2010
Coke,249.0,2019
Vegetable Tanning Extracts,584.0,2014
Flavored Water,11629673.0,2012
Other Carpets,309512.0,2002
Eyewear Frames,37077.0,2014
Refractory Cements,12568.0,2014
Thermostats,21636806.0,2021
Microphones and Headphones,558391.0,1998
Gum Coated Textile Fabric,6511.0,1998
Gypsum,38770845.0,2022
Sand,3581139.0,2010
Aluminium Bars,16785794.0,2007
Engine Parts,5772039.0,2000
Window Dressings,477942.0,2019
Nonaqueous Paints,6591359.0,2008
Coal Tar Oil,330.0,2000
Eggs,3641617.0,2016
Hard Rubber,4859.0,2001
Refined Petroleum,61509885.0,2020
Tobacco Processing Machines,67788.0,2006
Pianos,4090.0,1997
Non-Retail Animal Hair Yarn,27553.0,2001
Aluminium Structures,115542.0,1996
Sculptures,506262.0,2019
Stone Processing Machines,90470.0,1995
Wood Charcoal,17986.0,1998
Propylene Polymers,2745649.0,2018
Knit Women's Coats,1757672.0,1995
Air Pumps,2578210.0,2016
Rubber Sheets,170147.0,1995
Bedspreads,1887977.0,2003
Other Vegetable Residues and Waste,10149.0,2001
Sowing Seeds,1741006.0,2003
Cocoa Butter,85202.00000000001,2002
Other Precious Metal Products,18007089.0,1997
Electric Furnaces,392017.0,2017
Perfume Plants,49069034.0,2016
Batteries,1190191.0000000002,2021
"Sisal, Agave, raw, processed, not spun, tow and waste",40881.0,1999
Veneer Sheets,28602.0,2008
Documents of title (bonds etc) and unused stamps,4304.0,2005
Harvesting Machinery,27740.0,1998
Nitrile Compounds,10000.0,2018
Other Prepared Meat,50638.00000000001,2001
"Planes, Helicopters, and/or Spacecraft",18687526.0,2008
Typewriters,138.0,2009
Rock Wool,186304.0,2022
Copper Stovetops,8451.0,2005
Non-Mechanical Removal Machinery,6139.0,2006
Tanned Furskins,4280.0,2002
Kraft Paper,1678301.0,2017
Perfumes,336900.0,2000
Hat Shapes,4097.0,2022
Prepared Rubber Accelerators,22616.0,2005
Iron Oxides and Hydroxides,55269.0,2005
Live Fish,12879347.0,2004
"Locust beans, seaweed, sugar beet, cane, for food",45218543.0,2012
Felt Hats,7430.000000000001,2013
Oscilloscopes,890441.0,2004
Glass Bricks,8221.0,2000
Antiques,362423.0,2004
Rubber Textile Fabric,218651.0,2006
Cobalt,101291405.0,2021
Ceramic Tableware,1469489.0,2002
Typewriters,3875.0,2002
Other Coloring Matter,413729.0,2013
Hand-Woven Tapestries,26463.0,2016
Hand-Woven Tapestries,285216.0,2021
Starches,447989.0,2008
Blank Audio Media,639352.0,2004
Copper Stovetops,306.0,2010
Chemical Analysis Instruments,291437.0,2000
Alcohol > 80% ABV,1469765.0,1997
Other Edible Preparations,16716945.0,2012
Monofilament,999235.0,2015
Carbon-based Electronics,166424.0,2017
Liquid Fuel Furnaces,171092.0,1995
Undeveloped Exposed Photographic Material,28603.0,2005
Compounded Unvulcanised Rubber,7128.999999999999,2004
Ink,405754.0,2022
Copper Springs,98.0,2007
Chocolate,41060.0,1997
Alkaline Metals,152773.0,2018
Stranded Copper Wire,766567.0,2015
Fruit Juice,10676646.0,2014
Other Clocks and Watches,164072.0,2016
Acrylic Polymers,255821.0,2011
Raw Lead,64627467.0,1995
Lead Sheets,93443.0,2004
Other Rubber Products,46176075.0,2017
Other Vegetable Oils,632979.0,2022
Jams,1669886.0,2011
Vegetable Saps,61897213.0,2019
Metal Molds,4283628.0,2016
Maps,3503.0,1999
Articles of Gut,25456.0,1995
Retail Artificial Filament Yarn,55977.0,2004
Rolled Tobacco,543124.0,2018
Glass with Edge Workings,11615.0,2020
Jams,1868359.0,2013
Buses,123419.0,2000
Clays,7132573.0,2009
Dairy Machinery,689330.0,2010
Metallic Yarn,1261.0,2010
Polyacetals,672516.0,2002
Pencils and Crayons,67941.00000000001,2005
Barium Sulphate,102835711.0,2021
Vegetable and Mineral Carvings,25902.0,2008
Flat-Rolled Stainless Steel,34861.0,2009
Travel Kits,14017.0,2021
Plaiting Products,749841.0,2022
Knitted Hats,2224932.0,2010
Radioactive Chemicals,5693.0,2018
Sowing Seeds,982320.0,2000
Dried Fruits,1981907.0,2013
Linseed,1444.0000000000002,2007
Microphones and Headphones,257509.0,2001
Fruit Pressing Machinery,37.00000000000001,2006
Other Glass Articles,183915.0,2013
Polyamides,372500.0,2018
Rubber,517.0,2018
Scrap Tin,24875.0,2013
Rubber Footwear,13330355.0,2006
Bran,6936.0,2010
Human Hair,4093.0,2018
Glycerol,69789.0,2012
Packing Bags,12567596.0,1996
Raw Cork,6602824.0,2007
Vacuum Flask,11016.0,1997
Knit Active Wear,20670787.0,2021
Rubber Textile Fabric,77687.0,2020
Carboxylic Acids,63778.0,1996
Steam Boilers,2153295.0,2013
Glaziers Putty,1142974.0,2010
Musical Instrument Parts,6191.0,2008
Inorganic Salts,5798.999999999999,1999
Wood Barrels,11335.0,1996
Wood Frames,1041278.0,1995
Quartz,2722.0,2003
Oxometallic or Peroxometallic Acid Salts,2.0,2015
Onions,44491923.0,2022
Tin Bars,9601.0,2021
Barbed Wire,119085.0,1999
Carboxylic Acids,45202.0,2010
Barium Sulphate,47527803.0,2008
Ceramic Bricks,25885.0,2022
Pitted Fruits,17068236.0,2013
Other Agricultural Machinery,125910.0,2020
Developed Exposed Photographic Material,16956.0,1995
Rubber Textile Fabric,40319.0,1998
Processed Synthetic Staple Fibers,218141.0,2005
Felt Machinery,48604.0,2018
Tungsten,20.0,2014
Poultry Meat,5726781.0,2022
Electrical Parts,901550.0,2022
Fat and Oil Residues,26185.0,2008
Light Pure Woven Cotton,5345217.0,1998
Roofing Tiles,17723.0,2001
Non-Knit Men's Undergarments,2344679.0,2022
Gas Turbines,22950221.0,2007
Pasta,335781.0,1997
Precious Stones,225216.0,2004
Non-Knit Men's Shirts,112405785.0,2010
Postcards,9311.0,2002
Decals,111599.0,2010
Additive manufacturing machines,8343751.0,2013
Dental Products,407552.0,2011
Metal Finishing Machines,34622.0,2014
Synthetic Monofilament,32400.0,2013
Sulfate Chemical Woodpulp,9598674.0,2013
Grapes,15292995.0,2021
Other Carpets,813349.0,2014
Precious Metal Ore,717886.0000000001,1997
Musical Instrument Parts,3290.0,2009
Raw Copper,27025.0,2010
Steel Bars,98984.0,2011
Other Musical Instruments,1260.0,2001
Imitation Jewellery,2204865.0,2002
Cathode Tubes,14441.0,2017
Silicone,31269.0,2010
Preserved Fruits and Nuts,828078.0,1998
Raw Zinc,5460815.0,2009
Refractory Bricks,412210.0,2022
Bedspreads,16192370.0,2007
Revenue Stamps,35166.0,2009
Other Measuring Instruments,6645892.0,2018
Artificial Filament Yarn Woven Fabric,971425.0,2015
Dextrins,11923.0,1997
Light Mixed Woven Cotton,404702.0,2016
